species,display_name,base_form_group,type1,type2,egggroup1,egggroup2,hp,atk,def,spe,spa,spd,bst,form_type,category_group,excluded_from_normal_pool,exclusion_reason
SPECIES_SPEWPA,Spewpa,SPECIES_SPEWPA,BUG,BUG,BUG,BUG,45,22,60,29,27,30,213,base,normal,0,
SPECIES_VIVILLON,Vivillon,SPECIES_VIVILLON,BUG,FLYING,BUG,BUG,80,52,50,89,90,50,411,base,normal,0,
SPECIES_LITLEO,Litleo,SPECIES_LITLEO,FIRE,NORMAL,FIELD,FIELD,62,50,58,72,73,54,369,base,normal,0,
SPECIES_PYROAR,Pyroar,SPECIES_PYROAR,FIRE,NORMAL,FIELD,FIELD,86,68,72,106,109,66,507,base,normal,0,
SPECIES_FLABEBE,Flabébé,SPECIES_FLABEBE,FAIRY,FAIRY,FAIRY,FAIRY,44,38,39,42,61,79,303,base,normal,0,
SPECIES_FLOETTE,Floette,SPECIES_FLOETTE,FAIRY,FAIRY,FAIRY,FAIRY,54,45,47,52,75,98,371,base,normal,0,
SPECIES_FLORGES,Florges,SPECIES_FLORGES,FAIRY,FAIRY,FAIRY,FAIRY,78,65,68,75,112,154,552,base,normal,0,
SPECIES_SKIDDO,Skiddo,SPECIES_SKIDDO,GRASS,GRASS,FIELD,FIELD,66,65,48,52,62,57,350,base,normal,0,
SPECIES_GOGOAT,Gogoat,SPECIES_GOGOAT,GRASS,GRASS,FIELD,FIELD,123,100,62,68,97,81,531,base,normal,0,
SPECIES_PANCHAM,Pancham,SPECIES_PANCHAM,FIGHTING,FIGHTING,FIELD,HUMAN_LIKE,67,82,62,43,46,48,348,base,normal,0,
SPECIES_PANGORO,Pangoro,SPECIES_PANGORO,FIGHTING,DARK,FIELD,HUMAN_LIKE,95,124,78,58,69,71,495,base,normal,0,
SPECIES_FURFROU,Furfrou,SPECIES_FURFROU,NORMAL,NORMAL,FIELD,FIELD,75,80,60,102,65,90,472,base,normal,0,
SPECIES_ESPURR,Espurr,SPECIES_ESPURR,PSYCHIC,PSYCHIC,FIELD,FIELD,62,48,54,68,63,60,355,base,normal,0,
SPECIES_MEOWSTIC,Meowstic,SPECIES_MEOWSTIC,PSYCHIC,PSYCHIC,FIELD,FIELD,74,48,76,104,83,81,466,base,normal,0,
SPECIES_HONEDGE,Honedge,SPECIES_HONEDGE,STEEL,GHOST,MINERAL,MINERAL,45,80,100,28,35,37,325,base,normal,0,
SPECIES_DOUBLADE,Doublade,SPECIES_DOUBLADE,STEEL,GHOST,MINERAL,MINERAL,59,110,150,35,45,49,448,base,normal,0,
SPECIES_AEGISLASH,Aegislash,SPECIES_AEGISLASH,STEEL,GHOST,MINERAL,MINERAL,60,50,140,60,50,140,500,base,normal,0,
SPECIES_SPRITZEE,Spritzee,SPECIES_SPRITZEE,FAIRY,FAIRY,FAIRY,FAIRY,78,52,60,23,63,65,341,base,normal,0,
SPECIES_AROMATISSE,Aromatisse,SPECIES_AROMATISSE,FAIRY,FAIRY,FAIRY,FAIRY,101,72,72,29,99,89,462,base,normal,0,
SPECIES_SWIRLIX,Swirlix,SPECIES_SWIRLIX,FAIRY,FAIRY,FAIRY,FAIRY,62,48,66,49,59,57,341,base,normal,0,
SPECIES_SLURPUFF,Slurpuff,SPECIES_SLURPUFF,FAIRY,FAIRY,FAIRY,FAIRY,82,80,86,72,85,75,480,base,normal,0,
SPECIES_INKAY,Inkay,SPECIES_INKAY,DARK,PSYCHIC,WATER_1,WATER_2,53,54,53,45,37,46,288,base,normal,0,
SPECIES_MALAMAR,Malamar,SPECIES_MALAMAR,DARK,PSYCHIC,WATER_1,WATER_2,86,92,88,73,68,75,482,base,normal,0,
SPECIES_BINACLE,Binacle,SPECIES_BINACLE,ROCK,WATER,WATER_3,WATER_3,42,52,67,50,39,56,306,base,normal,0,
SPECIES_BARBARACLE,Barbaracle,SPECIES_BARBARACLE,ROCK,WATER,WATER_3,WATER_3,72,105,115,68,54,86,500,base,normal,0,
SPECIES_SKRELP,Skrelp,SPECIES_SKRELP,POISON,WATER,WATER_1,DRAGON,50,60,60,30,60,60,320,base,normal,0,
SPECIES_DRAGALGE,Dragalge,SPECIES_DRAGALGE,POISON,DRAGON,WATER_1,DRAGON,65,75,90,44,97,123,494,base,normal,0,
SPECIES_CLAUNCHER,Clauncher,SPECIES_CLAUNCHER,WATER,WATER,WATER_1,WATER_3,50,53,62,44,58,63,330,base,normal,0,
SPECIES_CLAWITZER,Clawitzer,SPECIES_CLAWITZER,WATER,WATER,WATER_1,WATER_3,71,73,88,59,120,89,500,base,normal,0,
SPECIES_HELIOPTILE,Helioptile,SPECIES_HELIOPTILE,ELECTRIC,NORMAL,MONSTER,DRAGON,44,38,33,70,61,43,289,base,normal,0,
SPECIES_HELIOLISK,Heliolisk,SPECIES_HELIOLISK,ELECTRIC,NORMAL,MONSTER,DRAGON,62,55,52,109,109,94,481,base,normal,0,
SPECIES_TYRUNT,Tyrunt,SPECIES_TYRUNT,ROCK,DRAGON,MONSTER,DRAGON,58,89,77,48,45,45,362,base,normal,0,
SPECIES_TYRANTRUM,Tyrantrum,SPECIES_TYRANTRUM,ROCK,DRAGON,MONSTER,DRAGON,82,121,119,71,69,59,521,base,normal,0,
SPECIES_AMAURA,Amaura,SPECIES_AMAURA,ROCK,ICE,MONSTER,MONSTER,77,59,50,46,67,63,362,base,normal,0,
SPECIES_AURORUS,Aurorus,SPECIES_AURORUS,ROCK,ICE,MONSTER,MONSTER,123,77,72,58,99,92,521,base,normal,0,
SPECIES_SYLVEON,Sylveon,SPECIES_SYLVEON,FAIRY,FAIRY,FIELD,FIELD,95,65,65,60,110,130,525,base,normal,0,
SPECIES_HAWLUCHA,Hawlucha,SPECIES_HAWLUCHA,FIGHTING,FLYING,FLYING,HUMAN_LIKE,78,92,75,118,74,63,500,base,normal,0,
SPECIES_DEDENNE,Dedenne,SPECIES_DEDENNE,ELECTRIC,FAIRY,FIELD,FAIRY,67,58,57,101,81,67,431,base,normal,0,
SPECIES_CARBINK,Carbink,SPECIES_CARBINK,ROCK,FAIRY,FAIRY,MINERAL,50,50,150,50,50,150,500,base,normal,0,
SPECIES_GOOMY,Goomy,SPECIES_GOOMY,DRAGON,DRAGON,DRAGON,DRAGON,45,50,35,40,55,75,300,base,normal,0,
SPECIES_SLIGGOO,Sliggoo,SPECIES_SLIGGOO,DRAGON,DRAGON,DRAGON,DRAGON,68,75,53,60,83,113,452,base,normal,0,
SPECIES_GOODRA,Goodra,SPECIES_GOODRA,DRAGON,DRAGON,DRAGON,DRAGON,90,100,70,80,110,150,600,base,normal,0,
SPECIES_KLEFKI,Klefki,SPECIES_KLEFKI,STEEL,FAIRY,MINERAL,MINERAL,57,80,91,75,80,87,470,base,normal,0,
SPECIES_PHANTUMP,Phantump,SPECIES_PHANTUMP,GHOST,GRASS,GRASS,AMORPHOUS,43,70,48,38,50,60,309,base,normal,0,
SPECIES_TREVENANT,Trevenant,SPECIES_TREVENANT,GHOST,GRASS,GRASS,AMORPHOUS,85,110,76,56,65,82,474,base,normal,0,
SPECIES_PUMPKABOO,Pumpkaboo,SPECIES_PUMPKABOO,GHOST,GRASS,AMORPHOUS,AMORPHOUS,49,66,70,51,44,55,335,base,normal,0,
SPECIES_GOURGEIST,Gourgeist,SPECIES_GOURGEIST,GHOST,GRASS,AMORPHOUS,AMORPHOUS,65,90,122,84,58,75,494,base,normal,0,
SPECIES_BERGMITE,Bergmite,SPECIES_BERGMITE,ICE,ICE,MONSTER,MINERAL,55,69,85,28,32,35,304,base,normal,0,
SPECIES_AVALUGG,Avalugg,SPECIES_AVALUGG,ICE,ICE,MONSTER,MINERAL,95,117,184,28,44,46,514,base,normal,0,
SPECIES_NOIBAT,Noibat,SPECIES_NOIBAT,FLYING,DRAGON,FLYING,DRAGON,40,30,35,55,45,40,245,base,normal,0,
SPECIES_NOIVERN,Noivern,SPECIES_NOIVERN,FLYING,DRAGON,FLYING,DRAGON,85,70,80,123,97,80,535,base,normal,0,
SPECIES_XERNEAS,Xerneas,SPECIES_XERNEAS,FAIRY,FAIRY,UNDISCOVERED,UNDISCOVERED,126,131,95,99,131,98,680,base,legendary,1,legendary
SPECIES_YVELTAL,Yveltal,SPECIES_YVELTAL,DARK,FLYING,UNDISCOVERED,UNDISCOVERED,126,131,95,99,131,98,680,base,legendary,1,legendary
SPECIES_ZYGARDE,Zygarde,SPECIES_ZYGARDE,DRAGON,GROUND,UNDISCOVERED,UNDISCOVERED,108,100,121,95,81,95,600,base,legendary,1,legendary
SPECIES_DIANCIE,Diancie,SPECIES_DIANCIE,ROCK,FAIRY,UNDISCOVERED,UNDISCOVERED,50,100,150,50,100,150,600,base,mythical,1,mythical
SPECIES_HOOPA,Hoopa,SPECIES_HOOPA,PSYCHIC,GHOST,UNDISCOVERED,UNDISCOVERED,80,110,60,70,150,130,600,base,mythical,1,mythical
SPECIES_VOLCANION,Volcanion,SPECIES_VOLCANION,FIRE,WATER,UNDISCOVERED,UNDISCOVERED,80,110,120,70,130,90,600,base,mythical,1,mythical
SPECIES_ROWLET,Rowlet,SPECIES_ROWLET,GRASS,FLYING,FLYING,FLYING,68,55,55,42,50,50,320,base,normal,0,
SPECIES_DARTRIX,Dartrix,SPECIES_DARTRIX,GRASS,FLYING,FLYING,FLYING,78,75,75,52,70,70,420,base,normal,0,
SPECIES_DECIDUEYE,Decidueye,SPECIES_DECIDUEYE,GRASS,GHOST,FLYING,FLYING,78,107,75,70,100,100,530,base,normal,0,
SPECIES_LITTEN,Litten,SPECIES_LITTEN,FIRE,FIRE,FIELD,FIELD,45,65,40,70,60,40,320,base,normal,0,
SPECIES_TORRACAT,Torracat,SPECIES_TORRACAT,FIRE,FIRE,FIELD,FIELD,65,85,50,90,80,50,420,base,normal,0,
SPECIES_INCINEROAR,Incineroar,SPECIES_INCINEROAR,FIRE,DARK,FIELD,FIELD,95,115,90,60,80,90,530,base,normal,0,
SPECIES_POPPLIO,Popplio,SPECIES_POPPLIO,WATER,WATER,WATER_1,FIELD,50,54,54,40,66,56,320,base,normal,0,
SPECIES_BRIONNE,Brionne,SPECIES_BRIONNE,WATER,WATER,WATER_1,FIELD,60,69,69,50,91,81,420,base,normal,0,
SPECIES_PRIMARINA,Primarina,SPECIES_PRIMARINA,WATER,FAIRY,WATER_1,FIELD,80,74,74,60,126,116,530,base,normal,0,
SPECIES_PIKIPEK,Pikipek,SPECIES_PIKIPEK,NORMAL,FLYING,FLYING,FLYING,35,75,30,65,30,30,265,base,normal,0,
SPECIES_TRUMBEAK,Trumbeak,SPECIES_TRUMBEAK,NORMAL,FLYING,FLYING,FLYING,55,85,50,75,40,50,355,base,normal,0,
SPECIES_TOUCANNON,Toucannon,SPECIES_TOUCANNON,NORMAL,FLYING,FLYING,FLYING,80,120,75,60,75,75,485,base,normal,0,
SPECIES_YUNGOOS,Yungoos,SPECIES_YUNGOOS,NORMAL,NORMAL,FIELD,FIELD,48,70,30,45,30,30,253,base,normal,0,
SPECIES_GUMSHOOS,Gumshoos,SPECIES_GUMSHOOS,NORMAL,NORMAL,FIELD,FIELD,88,110,60,45,55,60,418,base,normal,0,
SPECIES_GRUBBIN,Grubbin,SPECIES_GRUBBIN,BUG,BUG,BUG,BUG,47,62,45,46,55,45,300,base,normal,0,
SPECIES_CHARJABUG,Charjabug,SPECIES_CHARJABUG,BUG,ELECTRIC,BUG,BUG,57,82,95,36,55,75,400,base,normal,0,
SPECIES_VIKAVOLT,Vikavolt,SPECIES_VIKAVOLT,BUG,ELECTRIC,BUG,BUG,77,70,90,43,145,75,500,base,normal,0,
SPECIES_CRABRAWLER,Crabrawler,SPECIES_CRABRAWLER,FIGHTING,FIGHTING,WATER_3,WATER_3,47,82,57,63,42,47,338,base,normal,0,
SPECIES_CRABOMINABLE,Crabomnabl,SPECIES_CRABOMINABLE,FIGHTING,ICE,WATER_3,WATER_3,97,132,77,43,62,67,478,base,normal,0,
SPECIES_ORICORIO,Oricorio,SPECIES_ORICORIO,FIRE,FLYING,FLYING,FLYING,75,70,70,93,98,70,476,base,normal,0,
SPECIES_CUTIEFLY,Cutiefly,SPECIES_CUTIEFLY,BUG,FAIRY,BUG,FAIRY,40,45,40,84,55,40,304,base,normal,0,
SPECIES_RIBOMBEE,Ribombee,SPECIES_RIBOMBEE,BUG,FAIRY,BUG,FAIRY,60,55,60,124,95,70,464,base,normal,0,
SPECIES_ROCKRUFF,Rockruff,SPECIES_ROCKRUFF,ROCK,ROCK,FIELD,FIELD,45,65,40,60,30,40,280,base,normal,0,
SPECIES_LYCANROC,Lycanroc,SPECIES_LYCANROC,ROCK,ROCK,FIELD,FIELD,75,115,65,112,55,65,487,base,normal,0,
SPECIES_WISHIWASHI,Wishiwashi,SPECIES_WISHIWASHI,WATER,WATER,WATER_2,WATER_2,45,20,20,40,25,25,175,base,normal,0,
SPECIES_MAREANIE,Mareanie,SPECIES_MAREANIE,POISON,WATER,WATER_1,WATER_1,50,53,62,45,43,52,305,base,normal,0,
SPECIES_TOXAPEX,Toxapex,SPECIES_TOXAPEX,POISON,WATER,WATER_1,WATER_1,50,63,152,35,53,142,495,base,normal,0,
SPECIES_MUDBRAY,Mudbray,SPECIES_MUDBRAY,GROUND,GROUND,FIELD,FIELD,70,100,70,45,45,55,385,base,normal,0,
SPECIES_MUDSDALE,Mudsdale,SPECIES_MUDSDALE,GROUND,GROUND,FIELD,FIELD,100,125,100,35,55,85,500,base,normal,0,
SPECIES_DEWPIDER,Dewpider,SPECIES_DEWPIDER,WATER,BUG,WATER_1,BUG,38,40,52,27,40,72,269,base,normal,0,
SPECIES_ARAQUANID,Araquanid,SPECIES_ARAQUANID,WATER,BUG,WATER_1,BUG,68,70,92,42,50,132,454,base,normal,0,
SPECIES_FOMANTIS,Fomantis,SPECIES_FOMANTIS,GRASS,GRASS,GRASS,GRASS,40,55,35,35,50,35,250,base,normal,0,
SPECIES_LURANTIS,Lurantis,SPECIES_LURANTIS,GRASS,GRASS,GRASS,GRASS,70,105,90,45,80,90,480,base,normal,0,
SPECIES_MORELULL,Morelull,SPECIES_MORELULL,GRASS,FAIRY,GRASS,GRASS,40,35,55,15,65,75,285,base,normal,0,
SPECIES_SHIINOTIC,Shiinotic,SPECIES_SHIINOTIC,GRASS,FAIRY,GRASS,GRASS,60,45,80,30,90,100,405,base,mythical,1,mythical
SPECIES_SALANDIT,Salandit,SPECIES_SALANDIT,POISON,FIRE,MONSTER,DRAGON,48,44,40,77,71,40,320,base,normal,0,
SPECIES_SALAZZLE,Salazzle,SPECIES_SALAZZLE,POISON,FIRE,MONSTER,DRAGON,68,64,60,117,111,60,480,base,normal,0,
SPECIES_STUFFUL,Stufful,SPECIES_STUFFUL,NORMAL,FIGHTING,FIELD,FIELD,70,75,50,50,45,50,340,base,normal,0,
SPECIES_BEWEAR,Bewear,SPECIES_BEWEAR,NORMAL,FIGHTING,FIELD,FIELD,120,125,80,60,55,60,500,base,normal,0,
SPECIES_BOUNSWEET,Bounsweet,SPECIES_BOUNSWEET,GRASS,GRASS,GRASS,GRASS,42,30,38,32,30,38,210,base,normal,0,
SPECIES_STEENEE,Steenee,SPECIES_STEENEE,GRASS,GRASS,GRASS,GRASS,52,40,48,62,40,48,290,base,normal,0,
SPECIES_TSAREENA,Tsareena,SPECIES_TSAREENA,GRASS,GRASS,GRASS,GRASS,72,120,98,72,50,98,510,base,normal,0,
SPECIES_COMFEY,Comfey,SPECIES_COMFEY,FAIRY,FAIRY,GRASS,GRASS,51,52,90,100,82,110,485,base,normal,0,
SPECIES_ORANGURU,Oranguru,SPECIES_ORANGURU,NORMAL,PSYCHIC,FIELD,FIELD,90,60,80,60,90,110,490,base,normal,0,
SPECIES_PASSIMIAN,Passimian,SPECIES_PASSIMIAN,FIGHTING,FIGHTING,FIELD,FIELD,100,120,90,80,40,60,490,base,normal,0,
SPECIES_WIMPOD,Wimpod,SPECIES_WIMPOD,BUG,WATER,BUG,WATER_3,25,35,40,80,20,30,230,base,normal,0,
SPECIES_GOLISOPOD,Golisopod,SPECIES_GOLISOPOD,BUG,WATER,BUG,WATER_3,75,125,140,40,60,90,530,base,normal,0,
SPECIES_SANDYGAST,Sandygast,SPECIES,GHOST,GROUND,AMORPHOUS,AMORPHOUS,55,55,80,15,70,45,320,cosmetic_form,normal,0,
SPECIES_PALOSSAND,Palossand,SPECIES_PALOSSAND,GHOST,GROUND,AMORPHOUS,AMORPHOUS,85,75,110,35,100,75,480,base,normal,0,
SPECIES_PYUKUMUKU,Pyukumuku,SPECIES_PYUKUMUKU,WATER,WATER,WATER_1,WATER_1,55,60,130,5,30,130,410,base,normal,0,
SPECIES_TYPE_NULL,Type: Null,SPECIES_TYPE_NULL,NORMAL,NORMAL,UNDISCOVERED,UNDISCOVERED,95,95,95,59,95,95,534,base,sublegend,1,sublegend
SPECIES_SILVALLY,Silvally,SPECIES_SILVALLY,NORMAL,NORMAL,UNDISCOVERED,UNDISCOVERED,95,95,95,95,95,95,570,base,sublegend,1,sublegend
SPECIES_MINIOR,Minior,SPECIES_MINIOR,ROCK,FLYING,MINERAL,MINERAL,60,60,100,60,60,100,440,base,normal,0,
SPECIES_KOMALA,Komala,SPECIES_KOMALA,NORMAL,NORMAL,FIELD,FIELD,65,115,65,65,75,95,480,base,normal,0,
SPECIES_TURTONATOR,Turtonator,SPECIES_TURTONATOR,FIRE,DRAGON,MONSTER,DRAGON,60,78,135,36,91,85,485,base,normal,0,
SPECIES_TOGEDEMARU,Togedemaru,SPECIES_TOGEDEMARU,ELECTRIC,STEEL,FIELD,FAIRY,65,98,63,96,40,73,435,base,normal,0,
SPECIES_MIMIKYU,Mimikyu,SPECIES_MIMIKYU,GHOST,FAIRY,AMORPHOUS,AMORPHOUS,55,90,80,96,50,105,476,base,normal,0,
SPECIES_BRUXISH,Bruxish,SPECIES_BRUXISH,WATER,PSYCHIC,WATER_2,WATER_2,68,105,70,92,70,70,475,base,normal,0,
SPECIES_DRAMPA,Drampa,SPECIES_DRAMPA,NORMAL,DRAGON,MONSTER,DRAGON,78,60,85,36,135,91,485,base,normal,0,
SPECIES_DHELMISE,Dhelmise,SPECIES_DHELMISE,GHOST,GRASS,MINERAL,MINERAL,70,131,100,40,86,90,517,base,normal,0,
SPECIES_JANGMO_O,Jangmo-o,SPECIES_JANGMO_O,DRAGON,DRAGON,DRAGON,DRAGON,45,55,65,45,45,45,300,base,normal,0,
SPECIES_HAKAMO_O,Hakamo-o,SPECIES_HAKAMO_O,DRAGON,FIGHTING,DRAGON,DRAGON,55,75,90,65,65,70,420,base,normal,0,
SPECIES_KOMMO_O,Kommo-o,SPECIES_KOMMO_O,DRAGON,FIGHTING,DRAGON,DRAGON,75,110,125,85,100,105,600,base,normal,0,
SPECIES_TAPU_KOKO,Tapu Koko,SPECIES_TAPU_KOKO,ELECTRIC,FAIRY,UNDISCOVERED,UNDISCOVERED,70,115,85,130,95,75,570,base,sublegend,1,sublegend
SPECIES_TAPU_LELE,Tapu Lele,SPECIES_TAPU_LELE,PSYCHIC,FAIRY,UNDISCOVERED,UNDISCOVERED,70,85,75,95,130,115,570,base,sublegend,1,sublegend
SPECIES_TAPU_BULU,Tapu Bulu,SPECIES_TAPU_BULU,GRASS,FAIRY,UNDISCOVERED,UNDISCOVERED,70,130,115,75,85,95,570,base,sublegend,1,sublegend
SPECIES_TAPU_FINI,Tapu Fini,SPECIES_TAPU_FINI,WATER,FAIRY,UNDISCOVERED,UNDISCOVERED,70,75,115,85,95,130,570,base,sublegend,1,sublegend
SPECIES_COSMOG,Cosmog,SPECIES_COSMOG,PSYCHIC,PSYCHIC,UNDISCOVERED,UNDISCOVERED,43,29,31,37,29,31,200,base,legendary,1,legendary
SPECIES_COSMOEM,Cosmoem,SPECIES_COSMOEM,PSYCHIC,PSYCHIC,UNDISCOVERED,UNDISCOVERED,43,29,131,37,29,131,400,base,legendary,1,legendary
SPECIES_SOLGALEO,Solgaleo,SPECIES_SOLGALEO,PSYCHIC,STEEL,UNDISCOVERED,UNDISCOVERED,137,137,107,97,113,89,680,base,legendary,1,legendary
SPECIES_LUNALA,Lunala,SPECIES_LUNALA,PSYCHIC,GHOST,UNDISCOVERED,UNDISCOVERED,137,113,89,97,137,107,680,base,legendary,1,legendary
SPECIES_NIHILEGO,Nihilego,SPECIES_NIHILEGO,ROCK,POISON,UNDISCOVERED,UNDISCOVERED,109,53,47,103,127,131,570,base,ultra_beast,1,ultra_beast
SPECIES_BUZZWOLE,Buzzwole,SPECIES_BUZZWOLE,BUG,FIGHTING,UNDISCOVERED,UNDISCOVERED,107,139,139,79,53,53,570,base,ultra_beast,1,ultra_beast
SPECIES_PHEROMOSA,Pheromosa,SPECIES_PHEROMOSA,BUG,FIGHTING,UNDISCOVERED,UNDISCOVERED,71,137,37,151,137,37,570,base,ultra_beast,1,ultra_beast
SPECIES_XURKITREE,Xurkitree,SPECIES_XURKITREE,ELECTRIC,ELECTRIC,UNDISCOVERED,UNDISCOVERED,83,89,71,83,173,71,570,base,ultra_beast,1,ultra_beast
SPECIES_CELESTEELA,Celesteela,SPECIES_CELESTEELA,STEEL,FLYING,UNDISCOVERED,UNDISCOVERED,97,101,103,61,107,101,570,base,ultra_beast,1,ultra_beast
SPECIES_KARTANA,Kartana,SPECIES_KARTANA,GRASS,STEEL,UNDISCOVERED,UNDISCOVERED,59,181,131,109,59,31,570,base,ultra_beast,1,ultra_beast
SPECIES_GUZZLORD,Guzzlord,SPECIES_GUZZLORD,DARK,DRAGON,UNDISCOVERED,UNDISCOVERED,223,101,53,43,97,53,570,base,ultra_beast,1,ultra_beast
SPECIES_NECROZMA,Necrozma,SPECIES_NECROZMA,PSYCHIC,PSYCHIC,UNDISCOVERED,UNDISCOVERED,97,107,101,79,127,89,600,base,legendary,1,legendary
SPECIES_MAGEARNA,Magearna,SPECIES_MAGEARNA,STEEL,FAIRY,UNDISCOVERED,UNDISCOVERED,80,95,115,65,130,115,600,base,mythical,1,mythical
SPECIES_MARSHADOW,Marshadow,SPECIES_MARSHADOW,FIGHTING,GHOST,UNDISCOVERED,UNDISCOVERED,90,125,80,125,90,90,600,base,mythical,1,mythical
SPECIES_POIPOLE,Poipole,SPECIES_POIPOLE,POISON,POISON,UNDISCOVERED,UNDISCOVERED,67,73,67,73,73,67,420,base,ultra_beast,1,ultra_beast
SPECIES_NAGANADEL,Naganadel,SPECIES_NAGANADEL,POISON,DRAGON,UNDISCOVERED,UNDISCOVERED,73,73,73,121,127,73,540,base,ultra_beast,1,ultra_beast
SPECIES_STAKATAKA,Stakataka,SPECIES_STAKATAKA,ROCK,STEEL,UNDISCOVERED,UNDISCOVERED,61,131,211,13,53,101,570,base,ultra_beast,1,ultra_beast
SPECIES_BLACEPHALON,Blacefalon,SPECIES_BLACEPHALON,FIRE,GHOST,UNDISCOVERED,UNDISCOVERED,53,127,53,107,151,79,570,base,ultra_beast,1,ultra_beast
SPECIES_ZERAORA,Zeraora,SPECIES_ZERAORA,ELECTRIC,ELECTRIC,UNDISCOVERED,UNDISCOVERED,88,112,75,143,102,80,600,base,mythical,1,mythical
SPECIES_MELTAN,Meltan,SPECIES_MELTAN,STEEL,STEEL,UNDISCOVERED,UNDISCOVERED,46,65,65,34,55,35,300,base,mythical,1,mythical
SPECIES_MELMETAL,Melmetal,SPECIES_MELMETAL,STEEL,STEEL,UNDISCOVERED,UNDISCOVERED,135,143,143,34,80,65,600,base,mythical,1,mythical
SPECIES_GROOKEY,Grookey,SPECIES_GROOKEY,GRASS,GRASS,FIELD,GRASS,50,65,50,65,40,40,310,base,normal,0,
SPECIES_THWACKEY,Thwackey,SPECIES_THWACKEY,GRASS,GRASS,FIELD,GRASS,70,85,70,80,55,60,420,base,normal,0,
SPECIES_RILLABOOM,Rillaboom,SPECIES_RILLABOOM,GRASS,GRASS,FIELD,GRASS,100,125,90,85,60,70,530,base,normal,0,
SPECIES_SCORBUNNY,Scorbunny,SPECIES_SCORBUNNY,FIRE,FIRE,FIELD,HUMAN_LIKE,50,71,40,69,40,40,310,base,normal,0,
SPECIES_RABOOT,Raboot,SPECIES_RABOOT,FIRE,FIRE,FIELD,HUMAN_LIKE,65,86,60,94,55,60,420,base,normal,0,
SPECIES_CINDERACE,Cinderace,SPECIES_CINDERACE,FIRE,FIRE,FIELD,HUMAN_LIKE,80,116,75,119,65,75,530,base,normal,0,
SPECIES_SOBBLE,Sobble,SPECIES_SOBBLE,WATER,WATER,WATER_1,FIELD,50,40,40,70,70,40,310,base,normal,0,
SPECIES_DRIZZILE,Drizzile,SPECIES_DRIZZILE,WATER,WATER,WATER_1,FIELD,65,60,55,90,95,55,420,base,normal,0,
SPECIES_INTELEON,Inteleon,SPECIES_INTELEON,WATER,WATER,WATER_1,FIELD,70,85,65,120,125,65,530,base,normal,0,
SPECIES_SKWOVET,Skwovet,SPECIES_SKWOVET,NORMAL,NORMAL,FIELD,FIELD,70,55,55,25,35,35,275,base,normal,0,
SPECIES_GREEDENT,Greedent,SPECIES_GREEDENT,NORMAL,NORMAL,FIELD,FIELD,120,95,95,20,55,75,460,base,normal,0,
SPECIES_ROOKIDEE,Rookidee,SPECIES_ROOKIDEE,FLYING,FLYING,FLYING,FLYING,38,47,35,57,33,35,245,base,normal,0,
SPECIES_CORVISQUIRE,Corvsquire,SPECIES_CORVISQUIRE,FLYING,FLYING,FLYING,FLYING,68,67,55,77,43,55,365,base,normal,0,
SPECIES_CORVIKNIGHT,Corviknite,SPECIES_CORVIKNIGHT,FLYING,STEEL,FLYING,FLYING,98,87,105,67,53,85,495,base,normal,0,
SPECIES_BLIPBUG,Blipbug,SPECIES_BLIPBUG,BUG,BUG,BUG,BUG,25,20,20,45,25,45,180,base,normal,0,
SPECIES_DOTTLER,Dottler,SPECIES_DOTTLER,BUG,PSYCHIC,BUG,BUG,50,35,80,30,50,90,335,base,normal,0,
SPECIES_ORBEETLE,Orbeetle,SPECIES_ORBEETLE,BUG,PSYCHIC,BUG,BUG,60,45,110,90,80,120,505,base,normal,0,
SPECIES_NICKIT,Nickit,SPECIES_NICKIT,DARK,DARK,FIELD,FIELD,40,28,28,50,47,52,245,base,normal,0,
SPECIES_THIEVUL,Thievul,SPECIES_THIEVUL,DARK,DARK,FIELD,FIELD,70,58,58,90,87,92,455,base,normal,0,
SPECIES_GOSSIFLEUR,Gossifleur,SPECIES_GOSSIFLEUR,GRASS,GRASS,GRASS,GRASS,40,40,60,10,40,60,250,base,normal,0,
SPECIES_ELDEGOSS,Eldegoss,SPECIES_ELDEGOSS,GRASS,GRASS,GRASS,GRASS,60,50,90,60,80,120,460,base,normal,0,
SPECIES_WOOLOO,Wooloo,SPECIES_WOOLOO,NORMAL,NORMAL,FIELD,FIELD,42,40,55,48,40,45,270,base,normal,0,
SPECIES_DUBWOOL,Dubwool,SPECIES_DUBWOOL,NORMAL,NORMAL,FIELD,FIELD,72,80,100,88,60,90,490,base,normal,0,
SPECIES_CHEWTLE,Chewtle,SPECIES_CHEWTLE,WATER,WATER,MONSTER,WATER_1,50,64,50,44,38,38,284,base,normal,0,
SPECIES_DREDNAW,Drednaw,SPECIES_DREDNAW,WATER,ROCK,MONSTER,WATER_1,90,115,90,74,48,68,485,base,normal,0,
SPECIES_YAMPER,Yamper,SPECIES_YAMPER,ELECTRIC,ELECTRIC,FIELD,FIELD,59,45,50,26,40,50,270,base,normal,0,
SPECIES_BOLTUND,Boltund,SPECIES_BOLTUND,ELECTRIC,ELECTRIC,FIELD,FIELD,69,90,60,121,90,60,490,base,normal,0,
SPECIES_ROLYCOLY,Rolycoly,SPECIES_ROLYCOLY,ROCK,ROCK,MINERAL,MINERAL,30,40,50,30,40,50,240,base,normal,0,
